Age,Gender,Region,Location,Education_Level,Employment_Status,Years_Of_Experience,Monthly_Income_NGN
39,Male,South West,Urban,Secondary,Employed,22.0,124889.77
50,Female,South West,Urban,Secondary,Unemployed,34.0,0.0
35,Male,North West,Urban,Primary,Underemployed,20.0,21880.37
44,Male,South West,Urban,Secondary,Unemployed,27.0,0.0
38,Female,South East,Rural,Tertiary,Unemployed,17.0,0.0
58,Female,South South,Rural,Primary,Unemployed,41.0,0.0
56,Male,North West,Urban,Tertiary,Unemployed,32.0,0.0
44,Male,South West,Urban,Secondary,Employed,29.0,75385.05
36,Male,North West,Rural,Secondary,Underemployed,19.0,57833.04
42,Male,South West,Urban,Secondary,Underemployed,27.0,56079.36
21,Female,South West,Rural,Tertiary,Unemployed,1.0,0.0
49,Male,North West,Urban,Primary,Employed,,134339.48
42,Female,South East,Rural,None,Underemployed,23.0,29690.56
28,Female,North West,Rural,Secondary,Unemployed,10.0,0.0
24,Male,South East,Urban,Tertiary,Underemployed,4.0,133288.44
30,Female,North East,Urban,Secondary,Employed,13.0,129660.48
30,Male,South West,Rural,Primary,Underemployed,11.0,35100.97
45,Male,South South,Rural,Primary,Unemployed,28.0,0.0
56,Male,North East,Urban,Tertiary,Employed,36.0,88870.68
39,Male,North Central,Rural,None,Employed,,81577.47
27,Male,North Central,Urban,Secondary,Employed,9.0,138708.47
20,Male,North West,Rural,Primary,Employed,5.0,97473.17
58,Female,South West,Rural,Primary,Employed,41.0,105630.49
23,Female,South West,Urban,Primary,Employed,,75505.19
59,Female,South South,Urban,Primary,Underemployed,44.0,31097.52
50,Male,South South,Urban,Secondary,Unemployed,31.0,
57,Female,North Central,Rural,Primary,Underemployed,42.0,31066.91
34,Female,South West,Urban,Primary,Underemployed,18.0,19376.08
32,Female,South East,Urban,Secondary,Underemployed,15.0,59638.25
57,Female,North Central,Rural,,Unemployed,33.0,0.0
35,Female,North West,Urban,Secondary,Employed,16.0,58797.66
18,Male,North Central,Rural,None,Underemployed,2.0,31658.14
64,Female,South East,Urban,None,Underemployed,46.0,45890.33
47,Male,South West,Urban,Secondary,Underemployed,28.0,60208.26
41,Female,South West,Urban,Tertiary,Unemployed,18.0,0.0
21,Male,North West,Rural,Primary,Underemployed,3.0,36068.69
20,Male,South South,Urban,Primary,Underemployed,2.0,21923.16
29,Male,North Central,Rural,Secondary,Underemployed,14.0,76535.93
32,Female,South West,Urban,,Underemployed,16.0,70650.77
46,Male,North West,Urban,Secondary,Employed,29.0,89630.76
25,Male,North West,Rural,None,Underemployed,,25727.13
34,Female,South East,Urban,Primary,Underemployed,15.0,41291.9
38,Female,South South,Urban,Primary,Underemployed,22.0,46165.33
29,Male,North East,Urban,Primary,Underemployed,12.0,18617.83
62,Male,North West,Rural,Tertiary,Employed,42.0,104833.02
21,Female,North East,Rural,None,Underemployed,2.0,28705.92
35,Female,North West,Urban,Secondary,Underemployed,20.0,17433.59
56,Female,North West,Urban,Secondary,Underemployed,37.0,50285.68
40,Female,South East,Rural,Primary,Unemployed,23.0,0.0
58,Male,South South,Rural,Tertiary,Employed,38.0,203358.46
28,Female,North West,Urban,Secondary,Unemployed,11.0,0.0
51,Female,South West,Rural,Tertiary,Employed,29.0,85261.33
35,Male,North East,Urban,Primary,Underemployed,19.0,31143.96
32,Male,North West,Urban,None,Employed,13.0,82546.88
19,Female,North West,Urban,None,Underemployed,1.0,44759.51
17,Female,South West,Urban,Primary,Employed,0.0,82906.24
37,Male,North West,Urban,Secondary,Unemployed,22.0,0.0
40,Female,North Central,Rural,Tertiary,Unemployed,18.0,0.0
51,Female,North West,Urban,Primary,Employed,35.0,145569.79
38,Female,North East,Urban,Tertiary,Unemployed,14.0,0.0
63,Female,North West,Urban,Secondary,Employed,48.0,98491.62
33,Female,South South,Rural,Secondary,Underemployed,16.0,61567.64
39,Female,South West,Rural,Primary,Underemployed,21.0,32267.51
35,Male,South South,Urban,Primary,Employed,17.0,95851.82
26,Male,North East,Urban,Tertiary,Employed,2.0,114426.21
55,Male,,Urban,None,Underemployed,36.0,32907.86
47,Female,North East,Urban,Secondary,Employed,28.0,104140.73
64,Female,North West,Urban,Secondary,Employed,49.0,95168.42
18,Female,South West,Urban,Tertiary,Unemployed,0.0,0.0
56,Female,North East,Rural,Secondary,Employed,41.0,173018.02
21,Male,North East,Rural,Primary,Underemployed,,34927.77
36,Female,South West,Urban,Secondary,Unemployed,19.0,0.0
47,Male,North Central,Urban,,Employed,29.0,
31,Female,South South,Rural,Secondary,Employed,16.0,105902.45
38,Male,North East,Rural,None,Underemployed,21.0,28326.19
48,Female,South West,Urban,Secondary,Employed,29.0,111051.24
42,Female,North East,Rural,None,Employed,24.0,110117.17
57,Female,South South,Urban,Tertiary,Unemployed,37.0,0.0
55,Male,North Central,Urban,Secondary,Unemployed,36.0,0.0
53,Male,South West,Urban,,Employed,31.0,
36,Female,North West,Rural,None,Underemployed,20.0,29727.74
63,Female,South West,Urban,Secondary,Unemployed,46.0,0.0
31,Male,North East,Rural,Primary,Underemployed,16.0,22866.2
48,Female,North Central,Urban,Secondary,Underemployed,32.0,61408.56
20,Male,South South,Urban,Tertiary,Underemployed,0.0,80801.69
60,Female,South South,Rural,,Employed,,85162.36
20,Female,North Central,Urban,Primary,Unemployed,3.0,0.0
48,Female,South East,Urban,Tertiary,Employed,28.0,53911.74
15,Female,North West,Urban,Secondary,Employed,0.0,130724.3
24,Female,,Rural,Tertiary,Employed,0.0,112673.68
35,Female,South West,Urban,Secondary,Employed,19.0,135518.24
19,Male,North Central,Urban,Tertiary,Unemployed,0.0,0.0
16,Male,South South,Urban,Tertiary,Employed,0.0,115097.18
36,Male,South East,Rural,None,Underemployed,21.0,31198.67
62,Female,North East,Urban,Primary,Unemployed,44.0,0.0
16,Male,South East,Urban,Primary,Underemployed,0.0,26594.39
24,Male,North West,Urban,Secondary,Unemployed,,0.0
48,Male,South East,Rural,,Unemployed,26.0,0.0
30,Male,,Urban,Secondary,Underemployed,13.0,76278.81
62,Male,North West,Urban,Secondary,Underemployed,43.0,64254.73
53,Female,South West,Rural,Primary,Underemployed,35.0,42125.67
36,Female,South West,Rural,None,Unemployed,20.0,0.0
26,Female,South West,Rural,Primary,Underemployed,9.0,30216.43
38,Female,North East,Urban,Secondary,Unemployed,,0.0
61,Male,North East,Rural,,Employed,45.0,124670.83
54,Female,South East,Rural,,Unemployed,39.0,0.0
52,Male,North East,Urban,Secondary,Employed,36.0,123299.4
24,Male,North Central,Urban,None,Employed,6.0,144087.74
49,Female,South West,Urban,Primary,Employed,31.0,97823.14
63,Male,North West,Rural,None,Underemployed,,17422.6
46,Female,South West,Urban,Tertiary,Employed,25.0,60062.03
21,Male,South West,Urban,Primary,Underemployed,,45014.8
35,Female,South West,Rural,Tertiary,Unemployed,12.0,0.0
34,Male,North East,Rural,,Underemployed,17.0,34306.54
40,Male,North Central,Urban,Tertiary,Underemployed,18.0,93062.16
18,Female,North East,Rural,Secondary,Employed,3.0,173627.32
60,Male,South East,Rural,,Underemployed,37.0,40358.36
36,Male,North West,Urban,Tertiary,Employed,14.0,133862.95
29,Male,South South,Rural,,Underemployed,14.0,46458.95
54,Female,South West,Rural,Tertiary,Employed,32.0,
35,Female,South South,Rural,Secondary,Underemployed,,39610.4
29,Male,North Central,Rural,Secondary,Employed,,76750.55
36,Female,North East,Rural,Secondary,Underemployed,20.0,31844.77
42,Female,South South,Urban,Tertiary,Employed,21.0,
28,Female,North West,Urban,Tertiary,Unemployed,5.0,0.0
41,Female,North West,Urban,,Underemployed,25.0,23317.21
55,Male,North East,Urban,,Underemployed,,41719.74
54,Female,South South,Rural,Tertiary,Unemployed,33.0,0.0
42,Male,South West,Urban,Secondary,Unemployed,25.0,0.0
40,Male,South West,Urban,Tertiary,Employed,18.0,178552.42
63,Female,South West,Urban,Primary,Underemployed,,23709.49
16,Female,North Central,Urban,Primary,Employed,0.0,
39,Male,South East,Urban,Secondary,Underemployed,24.0,26274.48
17,Male,North East,Urban,Primary,Employed,0.0,98295.78
22,Female,South East,Rural,Primary,Underemployed,5.0,34475.96
58,Male,North East,Urban,Secondary,Unemployed,43.0,0.0
47,Male,North East,Rural,Primary,Unemployed,28.0,0.0
56,Male,North Central,Urban,,Underemployed,40.0,28179.79
49,Male,North Central,Rural,,Employed,30.0,112913.28
20,Female,South West,Urban,Secondary,Employed,1.0,61937.85
53,Male,North East,Rural,Primary,Underemployed,34.0,16092.27
37,Female,North West,Rural,Primary,Unemployed,18.0,0.0
39,Male,North Central,Urban,Secondary,Underemployed,,
64,Female,South West,Urban,None,Underemployed,46.0,41095.06
57,Female,North West,Urban,Tertiary,Unemployed,,0.0
33,Female,South West,Rural,Primary,Employed,14.0,
19,Female,North East,Rural,Tertiary,Unemployed,0.0,0.0
25,Female,North East,Urban,Secondary,Employed,10.0,96249.91
26,Male,North East,Urban,Tertiary,Employed,6.0,139289.72
24,Female,South South,Rural,Primary,Underemployed,,
22,Female,South West,Rural,Primary,Employed,5.0,139430.38
38,Male,North East,Rural,Tertiary,Unemployed,15.0,0.0
42,Male,South West,Urban,Primary,Unemployed,25.0,0.0
55,Female,South East,Rural,,Employed,39.0,134500.18
50,Female,North Central,Rural,Primary,Employed,32.0,115777.41
51,Male,South East,Urban,Secondary,Employed,35.0,113964.42
35,Male,North West,Urban,Tertiary,Employed,15.0,185669.93
22,Female,South East,Rural,Tertiary,Employed,0.0,163604.52
23,Female,North Central,Urban,Primary,Underemployed,8.0,30396.2
61,Female,North West,Urban,Primary,Employed,42.0,77707.47
29,Female,North Central,Rural,Tertiary,Employed,9.0,144889.27
62,Female,South South,Rural,Tertiary,Employed,38.0,101421.03
60,Female,South East,Rural,None,Underemployed,43.0,29638.75
54,Female,South West,Urban,,Employed,35.0,123200.81
32,Female,North West,Rural,Primary,Underemployed,15.0,8359.33
56,Female,North Central,Urban,Tertiary,Employed,32.0,139634.72
34,Male,North East,Rural,,Unemployed,15.0,0.0
20,Male,North West,Urban,Secondary,Employed,4.0,77668.31
26,Female,North Central,Urban,Secondary,Employed,10.0,137951.02
16,Male,South South,Urban,Tertiary,Unemployed,0.0,0.0
21,Male,South West,Rural,Tertiary,Employed,,178672.19
30,Male,North West,Urban,Primary,Employed,13.0,87209.81
17,Female,South West,Urban,Secondary,Employed,1.0,139764.8
59,Male,South South,Urban,Tertiary,Employed,39.0,
17,Male,South West,Urban,Secondary,Underemployed,0.0,46554.26
41,Male,South West,Rural,Secondary,Underemployed,24.0,73014.3
64,Female,South South,Rural,Secondary,Unemployed,46.0,0.0
57,Male,South East,Urban,Primary,Underemployed,40.0,23474.33
54,Male,North West,Rural,Secondary,Underemployed,39.0,72070.49
52,Male,North East,Rural,Primary,Underemployed,36.0,27973.21
47,Female,South South,Rural,Secondary,Underemployed,29.0,37350.1
42,Male,North Central,Rural,Tertiary,Employed,19.0,134180.32
15,Male,North West,Urban,None,Employed,0.0,67018.32
22,Female,North Central,Urban,Secondary,Underemployed,7.0,61768.37
51,Female,South West,Urban,Primary,Underemployed,35.0,15575.08
46,Female,South South,Urban,Primary,Underemployed,27.0,42506.48
62,Female,,Rural,Tertiary,Employed,38.0,107885.98
57,Female,North Central,Urban,,Underemployed,38.0,62549.8
51,Male,South South,Urban,None,Unemployed,33.0,
18,Female,North East,Rural,Secondary,Employed,0.0,120872.13
44,Male,North West,Rural,Secondary,Underemployed,29.0,54062.23
20,Female,South South,Rural,None,Underemployed,,24689.61
60,Male,North Central,Rural,,Underemployed,44.0,55292.12
33,Male,North Central,Urban,Primary,Underemployed,16.0,31214.77
46,Female,South West,Rural,Secondary,Underemployed,28.0,28131.33
23,Male,North West,Rural,Primary,Underemployed,7.0,
26,Female,South South,Urban,Primary,Underemployed,8.0,25131.79
25,Male,North East,Urban,None,Unemployed,10.0,0.0
60,Male,North East,Urban,,Underemployed,44.0,23205.03
30,Female,North West,Rural,Tertiary,Employed,7.0,
15,Female,North East,Urban,None,Underemployed,0.0,
59,Female,South East,Rural,,Employed,40.0,76639.86
35,Male,South East,Urban,Tertiary,Employed,12.0,127915.36
44,Female,South South,Urban,Secondary,Employed,27.0,101839.33
27,Female,North Central,Urban,None,Underemployed,12.0,27407.55
48,Female,South West,Urban,,Employed,,101610.18
18,Male,North Central,Urban,None,Employed,0.0,
42,Female,South East,Urban,Secondary,Unemployed,,0.0
52,Female,South West,Urban,None,Employed,36.0,122998.21
45,Female,North East,Rural,Secondary,Employed,30.0,
41,Female,North East,Urban,Secondary,Employed,22.0,114515.85
19,Female,North East,Rural,Primary,Underemployed,1.0,30023.61
39,Male,South West,Rural,Secondary,Unemployed,23.0,0.0
17,Male,,Rural,Secondary,Underemployed,2.0,49316.59
47,Female,North West,Rural,,Employed,28.0,112471.28
18,Male,North West,Urban,Tertiary,Employed,0.0,173269.72
39,Male,North West,Rural,Secondary,Employed,24.0,135953.76
34,Male,South East,Rural,Secondary,Underemployed,15.0,26423.56
48,Male,North East,Rural,Secondary,Unemployed,29.0,0.0
40,Female,North West,Rural,Secondary,Unemployed,21.0,0.0
19,Female,North East,Urban,Primary,Underemployed,0.0,28815.94
49,Male,South West,Rural,,Employed,32.0,65790.5
42,Male,North Central,Urban,Secondary,Employed,24.0,142880.78
43,Female,South West,Urban,Tertiary,Unemployed,,0.0
23,Female,North East,Urban,,Underemployed,5.0,61515.0
52,Female,North Central,Urban,Primary,Underemployed,35.0,24502.99
64,Female,North West,Urban,Secondary,Underemployed,47.0,48248.62
20,Male,North West,Urban,Tertiary,Unemployed,0.0,0.0
33,Female,North Central,Rural,Tertiary,Underemployed,12.0,29325.43
58,Female,North East,Urban,Tertiary,Unemployed,34.0,0.0
25,Female,South West,Urban,Tertiary,Employed,2.0,193775.54
16,Female,North West,Rural,Primary,Underemployed,0.0,36387.06
61,Male,,Urban,Secondary,Underemployed,46.0,67251.28
58,Female,South South,Urban,Secondary,Underemployed,42.0,72298.16
58,Female,South West,Urban,Primary,Employed,42.0,63276.72
23,Male,South West,Urban,Primary,Employed,,126641.33
35,Male,South East,Urban,Tertiary,Employed,12.0,
38,Male,North Central,Rural,Secondary,Underemployed,20.0,27581.33
48,Male,South East,Rural,Tertiary,Employed,25.0,142295.5
36,Male,North Central,Rural,Tertiary,Employed,,133646.91
17,Male,North West,Urban,Primary,Underemployed,0.0,37699.16
26,Female,North East,Urban,Tertiary,Underemployed,6.0,22545.41
42,Male,North Central,Urban,None,Underemployed,25.0,46343.62
44,Male,North East,Urban,Secondary,Underemployed,29.0,48311.94
40,Female,North East,Urban,Primary,Underemployed,23.0,38244.85
62,Female,North East,Rural,Primary,Underemployed,47.0,29457.86
35,Female,North West,Urban,Tertiary,Employed,11.0,172145.63
42,Male,North West,Urban,Primary,Underemployed,24.0,9107.24
40,Female,North West,Urban,Secondary,Underemployed,24.0,44226.76
47,Male,North West,Urban,Primary,Unemployed,32.0,0.0
35,Female,North East,Rural,None,Underemployed,20.0,37629.85
49,Male,South West,Rural,Primary,Unemployed,33.0,0.0
48,Female,North West,Urban,Secondary,Employed,33.0,130394.36
55,Male,South South,Urban,Primary,Unemployed,37.0,0.0
61,Female,,Rural,Primary,Underemployed,45.0,15268.43
32,Female,North Central,Rural,Secondary,Employed,16.0,122211.3
25,Male,South West,Rural,None,Employed,7.0,75437.73
37,Male,,Urban,Secondary,Underemployed,19.0,36418.71
62,Female,North West,Urban,Tertiary,Underemployed,41.0,43503.34
36,Female,South South,Urban,Primary,Employed,18.0,118561.08
31,Female,North West,Urban,Secondary,Unemployed,13.0,
19,Male,South South,Rural,Secondary,Unemployed,1.0,0.0
58,Male,South West,Urban,Secondary,Employed,42.0,160068.52
25,Female,North East,Urban,Secondary,Unemployed,10.0,0.0
44,Male,North Central,Urban,Tertiary,Employed,22.0,
29,Female,North Central,Rural,None,Underemployed,13.0,16733.56
41,Female,North West,Urban,,Unemployed,19.0,0.0
49,Female,,Urban,Tertiary,Unemployed,26.0,0.0
47,Male,South West,Rural,Tertiary,Employed,24.0,184531.75
34,Male,North Central,Urban,Secondary,Unemployed,19.0,0.0
30,Male,North West,Urban,Tertiary,Unemployed,7.0,0.0
48,Female,North East,Urban,Primary,Underemployed,31.0,37498.54
16,Male,South South,Rural,Secondary,Underemployed,0.0,41292.43
49,Male,North Central,Rural,Primary,Underemployed,33.0,21741.79
54,Male,North Central,Rural,,Employed,34.0,101141.6
42,Male,South South,Rural,Secondary,Unemployed,25.0,0.0
61,Female,North East,Rural,None,Underemployed,43.0,25253.82
53,Female,North Central,Rural,Tertiary,Unemployed,29.0,0.0
20,Male,South East,Urban,Secondary,Unemployed,5.0,0.0
23,Male,South East,Rural,Secondary,Employed,8.0,127294.38
34,Female,North East,Urban,Primary,Underemployed,15.0,42241.01
15,Male,North West,Rural,Tertiary,Employed,,199740.23
22,Female,South West,Rural,Secondary,Employed,6.0,61844.99
37,Female,North East,Urban,Secondary,Unemployed,21.0,0.0
17,Male,South South,Urban,Secondary,Employed,,91601.64
18,Female,North West,Urban,Secondary,Employed,,166787.05
39,Female,North East,Urban,Secondary,Employed,21.0,93680.66
61,Male,North West,Urban,Primary,Underemployed,44.0,29487.77
52,Female,South West,Urban,Primary,Unemployed,35.0,0.0
29,Male,South South,Urban,Secondary,Underemployed,13.0,24420.67
35,Male,South West,Rural,Tertiary,Unemployed,11.0,0.0
49,Female,South South,Urban,Secondary,Unemployed,34.0,0.0
60,Female,North West,Urban,Primary,Employed,42.0,134591.0
28,Female,North West,Urban,Primary,Underemployed,9.0,12785.27
50,Male,South East,Rural,Secondary,Employed,,60858.82
26,Male,South South,Urban,Tertiary,Employed,3.0,197286.77
31,Female,South East,Urban,None,Employed,13.0,
53,Male,South East,Rural,,Employed,,109538.0
23,Female,North East,Urban,Primary,Underemployed,6.0,29578.23
49,Female,North West,Urban,Primary,Underemployed,30.0,38174.52
27,Female,South South,Urban,None,Unemployed,12.0,0.0
29,Female,North East,Rural,Tertiary,Underemployed,6.0,86946.75
32,Male,North East,Rural,Tertiary,Employed,8.0,133205.18
47,Male,,Rural,,Underemployed,28.0,25630.92
20,Male,North East,Urban,Secondary,Underemployed,5.0,26498.03
41,Female,South East,Rural,Primary,Underemployed,22.0,32096.48
37,Female,North West,Urban,,Employed,19.0,116690.99
41,Female,South East,Urban,Secondary,Underemployed,25.0,43432.31
48,Female,South West,Urban,Primary,Employed,32.0,69945.56
60,Female,South West,Rural,,Unemployed,43.0,0.0
52,Male,North Central,Urban,Tertiary,Employed,,109476.11
28,Male,North East,Rural,Secondary,Underemployed,11.0,59275.65
50,Male,North Central,Rural,None,Employed,34.0,126449.91
